subject_id,site,condition,trial,I_V,I_B,weber,michelson
S01,dorsal_hand_R,850,7,0.492088420338761,0.5991189046612623,0.17864648150773274,0.09808446284256661
S01,dorsal_hand_R,850,8,0.4864041502744701,0.6095541495147729,0.20203291100279552,0.11236741330759123
S01,dorsal_hand_R,850,9,0.4989460333696275,0.6088020798781364,0.1804462404768701,0.09917060132598753
S01,dorsal_hand_R,850,10,0.48767592234169044,0.606625129261467,0.19608354679370235,0.10869879613614127
S01,dorsal_hand_R,850,11,0.4939334864731258,0.606530820177103,0.1856415699883141,0.10231802433167432
S01,dorsal_hand_R,850,12,0.49997143022358553,0.6065651688414228,0.17573336566858577,0.0963309652007045
S01,antecubital_L,850,1,0.5314313085045752,0.6384730534864222,0.16765272143802917,0.09149614999270406
S01,antecubital_L,850,2,0.5283129551895199,0.6424190175808698,0.17761937188757937,0.09746557285980008
S01,antecubital_L,850,3,0.5143427534411547,0.635762301485499,0.19098261686897733,0.10557257141356331
S01,antecubital_L,850,4,0.5222370187656576,0.6335278550622966,0.17566841837711367,0.09629193516501139
S01,antecubital_L,850,5,0.5237988619901865,0.6484645891786408,0.19224754792911444,0.10634616908354001
S01,antecubital_L,850,6,0.5190733510744541,0.6447779484821404,0.194957966077477,0.10800743828320462
S01,antecubital_L,850,7,0.5125370418270736,0.6356558047900995,0.19368778202801293,0.10722829647106816
S01,antecubital_L,850,8,0.5273020245208401,0.642103556319515,0.17878974609128143,0.09817084310148114
S01,antecubital_L,850,9,0.5316898126383429,0.6435534306463995,0.1738218035691275,0.09518337471603214
S01,antecubital_L,850,10,0.5232101994220125,0.6347635374513481,0.17573999048092082,0.09633494653388268
S01,antecubital_L,850,11,0.5328638070500572,0.6366608697258287,0.16303352005985636,0.08875149429246455
S01,antecubital_L,850,12,0.5157945094132966,0.6300669895019756,0.1813656039637999,0.09972625853722707
S01,antecubital_R,850,1,0.5156443817119871,0.6384801252083764,0.19238773243928337,0.10643196878659222
S01,antecubital_R,850,2,0.5241394058885646,0.6398333974784743,0.18081893199987584,0.0993957859283656
S01,antecubital_R,850,3,0.5195819788293078,0.636109777837537,0.18318819025918273,0.10082948012392984
S01,antecubital_R,850,4,0.5280047231517387,0.6328345742219583,0.16565127023772866,0.09030522252941338
S01,antecubital_R,850,5,0.5266542019004593,0.6303665184125334,0.16452700688046576,0.08963738910744683
S01,antecubital_R,850,6,0.5200955692274795,0.6323278347420117,0.1774906296198755,0.09738804776781802
S01,antecubital_R,850,7,0.5134332828352877,0.6384088073654991,0.1957609655260614,0.10850057103610962
S01,antecubital_R,850,8,0.5192447812783783,0.6350874588310939,0.18240429084512091,0.10035471030569983
S01,antecubital_R,850,9,0.5268459732712473,0.6381257182322096,0.17438530023400253,0.09552141547521215
S01,antecubital_R,850,10,0.5283230808717823,0.634310601608434,0.16709088649613782,0.09116157766094589
S01,antecubital_R,850,11,0.5196136135036468,0.6344419725236552,0.1809911134398143,0.09949985114260511
S01,antecubital_R,850,12,0.5095013245283357,0.6248702126930384,0.1846285609734714,0.10170291159393599
S01,dorsal_hand_L,940,1,0.4964184031011648,0.5710192722067896,0.13064509857490195,0.06988779844603343
S01,dorsal_hand_L,940,2,0.5101981938137875,0.5716616466124795,0.10751718811802174,0.05681276862488455
S01,dorsal_hand_L,940,3,0.5039746995676849,0.5870945980845024,0.1415783738906992,0.07618205250177842
S01,dorsal_hand_L,940,4,0.5041498882315086,0.5831626089792695,0.13549003233602322,0.07266790453567654
S01,dorsal_hand_L,940,5,0.49953105855992097,0.5765619370949265,0.1336038222070893,0.07158384902238775
S01,dorsal_hand_L,940,6,0.4993998235607154,0.575626768468696,0.13242425315063508,0.07090703194986188
S01,dorsal_hand_L,940,7,0.5137224650996591,0.5659087570376535,0.09221679517944288,0.04833714593274064
S01,dorsal_hand_L,940,8,0.5104753891483669,0.5796641492163259,0.11936008145664768,0.06346780171990496
S01,dorsal_hand_L,940,9,0.5022468003544257,0.5678775950192808,0.11557207968845255,0.06133006120464683
S01,dorsal_hand_L,940,10,0.507577036061711,0.5742935510365533,0.11617145074052185,0.06166774082821293
S01,dorsal_hand_L,940,11,0.5088614096908376,0.5781529650186641,0.11984986590112809,0.06374483809962887
S01,dorsal_hand_L,940,12,0.5198142311305674,0.5763245106076887,0.09805288242475713,0.05155394780363974
S01,dorsal_hand_R,940,1,0.5018120200590251,0.5822549294446941,0.13815754116910386,0.07420474300272266
S01,dorsal_hand_R,940,2,0.5117599734717742,0.590514313026683,0.13336567432422294,0.07144713481894244
S01,dorsal_hand_R,940,3,0.5166808899673166,0.5834980974140466,0.11451144012782762,0.06073303363643372
S01,dorsal_hand_R,940,4,0.5217064231297565,0.57267865861974,0.08900669637809783,0.0465761424749127
S01,dorsal_hand_R,940,5,0.5048819877380021,0.5745139684101613,0.12120154513361991,0.0645101366885251
S01,dorsal_hand_R,940,6,0.5068815215747539,0.5713631969671058,0.11285584324407273,0.05980244955853094
S01,dorsal_hand_R,940,7,0.5150812075745153,0.5794444411203086,0.1110774890192272,0.05880468276147187
S01,dorsal_hand_R,940,8,0.49823354964397876,0.5738909464315471,0.13183235814749464,0.07056773449772824
S01,dorsal_hand_R,940,9,0.5125081107796016,0.5868668859752606,0.12670467012649547,0.06763731703481654
S01,dorsal_hand_R,940,10,0.5259738471335343,0.6013970372620513,0.12541330511352725,0.0669018431932925
S01,dorsal_hand_R,940,11,0.513315275466208,0.5740732331597769,0.10583659746535962,0.055875114746561094
S01,dorsal_hand_R,940,12,0.4929436297541495,0.5828739802364068,0.15428781097036207,0.08359256220303617
S01,antecubital_L,940,1,0.5244964712375174,0.5990924991787422,0.12451504240744747,0.06639085101875729
S01,antecubital_L,940,2,0.5261032256075215,0.6010144637950853,0.12464132346256575,0.06646265859536646
S01,antecubital_L,940,3,0.5395278418463012,0.6030993399721174,0.10540800480523697,0.055636255759858776
S01,antecubital_L,940,4,0.5297309213036905,0.5947504237302192,0.10932233056469721,0.057821770644463685
S01,antecubital_L,940,5,0.5176025364423652,0.5985958446364866,0.13530549688881785,0.07256175028299006
S01,antecubital_L,940,6,0.5305697395934534,0.6143755093950591,0.13640805748283247,0.07319631211679585
S01,antecubital_L,940,7,0.5320421961717832,0.6088791765771614,0.1261941340108236,0.06734642915860768
S01,antecubital_L,940,8,0.5270056352116869,0.5937053936350808,0.11234487531772488,0.05951557244156793
S01,antecubital_L,940,9,0.523279065902141,0.5969234175482497,0.12337319910917383,0.06574199998135438
S01,antecubital_L,940,10,0.5480277578594813,0.5962502932454293,0.08087632984374665,0.04214232313499722
S01,antecubital_L,940,11,0.5377079136298908,0.5956795097533908,0.09732011119116728,0.05114896718233262
S01,antecubital_L,940,12,0.538452584102994,0.604694656762741,0.1095463171683653,0.05794710453010426
S01,antecubital_R,940,1,0.5267468968187353,0.598714662317052,0.1202037799104472,0.06394511204236847
S01,antecubital_R,940,2,0.522761698436565,0.6021225054103745,0.1318017617024985,0.07055020125841147
S01,antecubital_R,940,3,0.5243601321572738,0.5904207596536293,0.11188737254955254,0.05925884447933389
S01,antecubital_R,940,4,0.5177764994054431,0.6002081154240548,0.13733838963568945,0.07373233488654335
S01,antecubital_R,940,5,0.5406327300512835,0.600119941295014,0.09912553666415667,0.05214733459578458
S01,antecubital_R,940,6,0.527050893391121,0.6010007829772178,0.12304458110647762,0.06555540950408573
S01,antecubital_R,940,7,0.5384480139336546,0.600535677509547,0.10338713568754675,0.05451145968316836
S01,antecubital_R,940,8,0.5247125821533302,0.6067440209704192,0.1351994185058288,0.07250073806685553
S01,antecubital_R,940,9,0.531430051507693,0.6097502919439719,0.1284464172810524,0.06863090561075393
S01,antecubital_R,940,10,0.5294658754977752,0.5904287167779565,0.10325182286671813,0.054436231499519074
S01,antecubital_R,940,11,0.5170547264060347,0.6105564955256187,0.15314187926064046,0.08292021868974571
S01,antecubital_R,940,12,0.5417893257662664,0.5977433655070218,0.09360880098316726,0.0491026191431451
S01,dorsal_hand_L,1050,1,0.4969345014309121,0.5542301100456954,0.103378736694871,0.054506789887359505
S01,dorsal_hand_L,1050,2,0.4911436345436521,0.5377369108673092,0.08664697435128155,0.04528540901222558
S01,dorsal_hand_L,1050,3,0.5051466143575124,0.5412377641399829,0.06668261561500372,0.03449129261112809
S01,dorsal_hand_L,1050,4,0.4999590250662394,0.5428558997103284,0.07902073951297038,0.04113565468319324
S01,dorsal_hand_L,1050,5,0.5027005963903914,0.5538523730291961,0.09235633740998382,0.0484138307489729
S01,dorsal_hand_L,1050,6,0.5007246792552139,0.5485075715529381,0.0871143713886044,0.04554081544950629
S01,dorsal_hand_L,1050,7,0.48359862319175184,0.5436589711864892,0.1104743068318376,0.0584666867623301
S01,dorsal_hand_L,1050,8,0.493254157837657,0.5354683085770346,0.07883594614881774,0.04103550969048297
S01,dorsal_hand_L,1050,9,0.49297478106457,0.5416611359150943,0.08988341902778857,0.04705650949432609
S01,dorsal_hand_L,1050,10,0.5073272203388481,0.5347152509758231,0.05121984193829037,0.02628302721905508
S01,dorsal_hand_L,1050,11,0.5002450519407553,0.540610813966665,0.07466695260816354,0.03878131770984327
S01,dorsal_hand_L,1050,12,0.4973786152451043,0.5510193047771322,0.0973481129735077,0.051164437192788605
S01,dorsal_hand_R,1050,1,0.5053049234960314,0.5543617867520992,0.08849250512644949,0.046294615827443264
S01,dorsal_hand_R,1050,2,0.4997639545660008,0.5401284017183051,0.07473120654994866,0.03881598600891023
S01,dorsal_hand_R,1050,3,0.499209129464956,0.5466974775388986,0.08686403362920904,0.04540400429248615
S01,dorsal_hand_R,1050,4,0.5024125868676297,0.5374092834943665,0.06512112406987035,0.03365643445694527
S01,dorsal_hand_R,1050,5,0.501723918253023,0.5465975983109723,0.08209637253550398,0.0428052647483841
S01,dorsal_hand_R,1050,6,0.5211397923002714,0.5581379122789717,0.06628849100687442,0.03428044498808952
S01,dorsal_hand_R,1050,7,0.49417405319552943,0.5429883164691558,0.08989928842492735,0.047065208593528154
S01,dorsal_hand_R,1050,8,0.48929246398530396,0.5408650509022557,0.09535204175407487,0.050062816774753896
S01,dorsal_hand_R,1050,9,0.5035248400287228,0.5534409753462177,0.09019233764950049,0.04722587484987682
S01,dorsal_hand_R,1050,10,0.49516732929805113,0.5404209749195255,0.08373776689221414,0.043698490449508354
S01,dorsal_hand_R,1050,11,0.4838216877620908,0.5438613385561857,0.11039514401498918,0.0584223435208323
S01,dorsal_hand_R,1050,12,0.4925006847051235,0.5412939240084376,0.09014185664968503,0.04719819477877882
S01,antecubital_L,1050,1,0.5049851137746593,0.5553401621202322,0.0906742421677598,0.04749018955817529
S01,antecubital_L,1050,2,0.49793817286914693,0.5457306832822632,0.08757526720995629,0.04579279158463528
S01,antecubital_L,1050,3,0.5290339768962264,0.5469880419310819,0.03282350555867828,0.016685592600068234
S01,antecubital_L,1050,4,0.5032257153723629,0.5688583946982493,0.11537612864217496,0.06121971094372762
S01,antecubital_L,1050,5,0.5352405373539233,0.5477990335982227,0.022925371302334723,0.011595602396372908
S01,antecubital_L,1050,6,0.5090540083456958,0.5583908888565836,0.08835545402955065,0.04621960406593103
S01,antecubital_L,1050,7,0.5258295811552447,0.5490920004510024,0.04236524895035959,0.021641038466263578
S01,antecubital_L,1050,8,0.5100377772324631,0.5614413630324323,0.0915564637459741,0.04797441580361609
S01,antecubital_L,1050,9,0.5154781285957329,0.5533669075013894,0.06846954234530427,0.03544833687398407
S01,antecubital_L,1050,10,0.5109294162838717,0.5463757293414102,0.06487534338369089,0.033525149484235094
S01,antecubital_L,1050,11,0.5100946100482027,0.5541352875699374,0.07947639955373952,0.041382672691588934
S01,antecubital_L,1050,12,0.51385735911701,0.552112709468267,0.06928902322879,0.03588782788434976
S01,antecubital_R,1050,1,0.5147723081803611,0.5620890107247388,0.08418008828062502,0.04393945786119146
S01,antecubital_R,1050,2,0.5122434346213477,0.5574622948587945,0.08111554925683498,0.04227224272176458
S01,antecubital_R,1050,3,0.511425242780623,0.55500059075164,0.07851405691659305,0.04086111438869108
S01,antecubital_R,1050,4,0.5052275357316572,0.5572154598317132,0.09329950054823856,0.04893243620330787
S01,antecubital_R,1050,5,0.5102217072126921,0.5696521781625142,0.10432764628676167,0.055034640391523844
S01,antecubital_R,1050,6,0.523586839219802,0.5577009258678955,0.06116914113959044,0.03154949843099977
S01,antecubital_R,1050,7,0.5048955423224418,0.5472131196961161,0.07733289983466493,0.040221679472236704
S01,antecubital_R,1050,8,0.5205291436247109,0.5568392445760301,0.06520751061460327,0.03370258618034898
S01,antecubital_R,1050,9,0.5148411472271329,0.5427878980911807,0.05148742439234171,0.02642396309722814
S01,antecubital_R,1050,10,0.5184195078524655,0.5581809423675006,0.07123395210590439,0.03693239632856482
S01,antecubital_R,1050,11,0.5021165545246842,0.5516993263478505,0.0898728155993868,0.04705069711239588
S01,antecubital_R,1050,12,0.5131097376348521,0.5553672675884938,0.07608934199008802,0.03954931154069006
S01,dorsal_hand_L,850_940,1,0.4946507662443303,0.5901909571961531,0.16188013351764982,0.08806832267551916
S01,dorsal_hand_L,850_940,2,0.5088508341968873,0.5730924654417157,0.1120964506055993,0.05937615332179308
S01,dorsal_hand_L,850_940,3,0.4903276212226254,0.5893645708330356,0.16804021570286576,0.09172702214494165
S01,dorsal_hand_L,850_940,4,0.5175017697955027,0.5772918188268497,0.10356988802101863,0.054613079262351705
S01,dorsal_hand_L,850_940,5,0.496002668199234,0.590429977993266,0.15992973479254635,0.08691501504944733
S01,dorsal_hand_L,850_940,6,0.5102257132697678,0.604760701311447,0.1563180078280159,0.08478577568784655
S01,dorsal_hand_L,850_940,7,0.5174194052701248,0.5912935263899598,0.1249364618802115,0.06663052176114041
S01,dorsal_hand_L,850_940,8,0.5049698701344428,0.5780482114982088,0.12642257152627218,0.06747656627634534
S01,dorsal_hand_L,850_940,9,0.5117862853001452,0.5931706565298515,0.13720228796518447,0.07365388473411448
S01,dorsal_hand_L,850_940,10,0.5036329277272551,0.5947137038005813,0.15315062607648824,0.08292534748035767
S01,dorsal_hand_L,850_940,11,0.49819131305890185,0.5901972439688221,0.15589013986446298,0.08453408510760063
S01,dorsal_hand_L,850_940,12,0.49310524912862763,0.5756046175386303,0.1433264534304504,0.07719529030575407
S01,dorsal_hand_R,850_940,1,0.5030627499974676,0.5988366351342053,0.15993324308769752,0.08691708737571631
S01,dorsal_hand_R,850_940,2,0.4836018853706107,0.597613908815448,0.19077873149041089,0.10544798185330405
S01,dorsal_hand_R,850_940,3,0.510883056902063,0.5821027699991269,0.12234903657505478,0.0651606922470207
S01,dorsal_hand_R,850_940,4,0.49105738448057246,0.608411147251435,0.1928856223312495,0.10673680908901828
S01,dorsal_hand_R,850_940,5,0.5033432800437599,0.6000936139505865,0.16122540160007975,0.08768089451549754
S01,dorsal_hand_R,850_940,6,0.49819513555315337,0.5940072305935299,0.16129785986719627,0.08772375707114052
S01,dorsal_hand_R,850_940,7,0.5062787652218429,0.589332540558604,0.1409285413936889,0.07580587649887256
S01,dorsal_hand_R,850_940,8,0.4960383983845681,0.5984366887298709,0.1711096466405396,0.09355927014773245
S01,dorsal_hand_R,850_940,9,0.5031870058680136,0.6068844598760191,0.17086852747752018,0.0934151153398954
S01,dorsal_hand_R,850_940,10,0.5116790508684768,0.6128586590703069,0.16509452335277008,0.08997440219887161
S01,dorsal_hand_R,850_940,11,0.5094842326581746,0.5762291473697935,0.11583050773512078,0.061475630621683576
S01,dorsal_hand_R,850_940,12,0.4927494863083908,0.5946569715093868,0.171371883427734,0.09371609343345755
S01,antecubital_L,850_940,1,0.5183275961391512,0.6175861730266987,0.16072020589628136,0.08738214077679266
S01,antecubital_L,850_940,2,0.5168495728148327,0.6104367603250958,0.1533118475047637,0.08301989011929788
S01,antecubital_L,850_940,3,0.528937513488221,0.6240451489943684,0.15240505540249877,0.08248834835153776
S01,antecubital_L,850_940,4,0.5377614529166157,0.6173764400415862,0.1289569571517949,0.0689224962753874
S01,antecubital_L,850_940,5,0.5319862795418528,0.6190149856432513,0.1405922443233944,0.07561130359609336
S01,antecubital_L,850_940,6,0.5319640850418883,0.6231162427087368,0.14628435501954284,0.07891412872068901
S01,antecubital_L,850_940,7,0.5036624046469099,0.5969229969843869,0.15623554932315045,0.08473726091518691
S01,antecubital_L,850_940,8,0.5213645800804633,0.6264327777897453,0.167724616965281,0.09153897853906977
S01,antecubital_L,850_940,9,0.5367989123653295,0.6374153182632902,0.15785062425562887,0.08568828691855945
S01,antecubital_L,850_940,10,0.5256706111542806,0.6052549933578176,0.1314890138485614,0.07037101457957633
S01,antecubital_L,850_940,11,0.5262164392864025,0.6278185021704749,0.16183349572020708,0.08804071630258252
S01,antecubital_L,850_940,12,0.5111992842420385,0.6255979748085987,0.18286294900740427,0.1006324475677368
S01,antecubital_R,850_940,1,0.5300210887439092,0.6005536549422149,0.11744590282294151,0.062386468999246755
S01,antecubital_R,850_940,2,0.5173030984328862,0.6120790757651416,0.15484270102482886,0.08391842858645758
S01,antecubital_R,850_940,3,0.5261575763960818,0.6272246039491464,0.16113371018407746,0.08762665946756115
S01,antecubital_R,850_940,4,0.529161045292517,0.6046730662494963,0.1248807416300929,0.06659882622007476
S01,antecubital_R,850_940,5,0.533629914375399,0.621776295156555,0.14176542506973816,0.07629038173238087
S01,antecubital_R,850_940,6,0.5415243872918071,0.6325000072632787,0.14383497063519077,0.07749040002354314
S01,antecubital_R,850_940,7,0.5361083434954407,0.6109251956829054,0.12246483320078624,0.06522638583093066
S01,antecubital_R,850_940,8,0.5184738607318067,0.5987285177424064,0.1340418146662058,0.07183537965628504
S01,antecubital_R,850_940,9,0.5148017775761907,0.6254126599800017,0.17686063855398756,0.09700884216207782
S01,antecubital_R,850_940,10,0.5364341976739642,0.6078228927675066,0.11744982945360814,0.06238868492918809
S01,antecubital_R,850_940,11,0.5269401159975317,0.6162617286426035,0.144941034780489,0.07813284509979876
S01,antecubital_R,850_940,12,0.5340488466360486,0.6245924747765781,0.14496432761684766,0.07814638272190902
S01,dorsal_hand_L,940_1050,1,0.5058337590100415,0.5745171641182221,0.11954978788770736,0.06357508809202567
S01,dorsal_hand_L,940_1050,2,0.49836884006450594,0.5623889550855959,0.11383601054424354,0.060353188365710644
S01,dorsal_hand_L,940_1050,3,0.5031994245131892,0.5678582850976174,0.11386443111121115,0.06036916592283662
S01,dorsal_hand_L,940_1050,4,0.49935797179827596,0.5697910418079518,0.12361210486249684,0.06587769255111212
S01,dorsal_hand_L,940_1050,5,0.47690387935553497,0.5496803834418063,0.13239785569676604,0.0708918953111189
S01,dorsal_hand_L,940_1050,6,0.5100940164388025,0.5582512741375565,0.08626448327082147,0.045076491770534015
S01,dorsal_hand_L,940_1050,7,0.4943062593707512,0.5598048370732536,0.11700252188769769,0.06213631364232748
S01,dorsal_hand_L,940_1050,8,0.4896576715936374,0.5624716212903165,0.1294535527492801,0.06920627549214164
S01,dorsal_hand_L,940_1050,9,0.5090406565142663,0.562465166794669,0.09498278904070435,0.04985928132002259
S01,dorsal_hand_L,940_1050,10,0.5142335005953272,0.5659550157101286,0.09138803205039915,0.04788193387919296
S01,dorsal_hand_L,940_1050,11,0.50375350986071,0.5536380664898277,0.09010319132388322,0.04717699454471577
S01,dorsal_hand_L,940_1050,12,0.5234608445941566,0.5586911649175874,0.06305866735628009,0.03255579624097942
S01,dorsal_hand_R,940_1050,1,0.5063952077219165,0.5693062935761397,0.11050481360225718,0.058483776194704566
S01,dorsal_hand_R,940_1050,2,0.49351693190269,0.5709911630704086,0.1356837656665543,0.07277937249474507
S01,dorsal_hand_R,940_1050,3,0.48782426762965514,0.56731529397451,0.14011789773541067,0.07533697838416928
S01,dorsal_hand_R,940_1050,4,0.4944942501967808,0.5571410339827538,0.11244331320947411,0.05957082719495176
S01,dorsal_hand_R,940_1050,5,0.5056933088921355,0.556834489648681,0.09184269600256188,0.0481316167226668
S01,dorsal_hand_R,940_1050,6,0.5144650247531289,0.571977862449206,0.10055081056775068,0.05293682564775823
S01,dorsal_hand_R,940_1050,7,0.5083487789801542,0.5764030138091101,0.11806710443657346,0.06273714897853767
S01,dorsal_hand_R,940_1050,8,0.4930049486315345,0.5514413774265697,0.10597033735071264,0.05594967145471517
S01,dorsal_hand_R,940_1050,9,0.5062414092980964,0.5617468542349058,0.09880864399749482,0.05197196152061856
S01,dorsal_hand_R,940_1050,10,0.5127435866676275,0.5652583918381184,0.09290406994175215,0.04871494321678648
S01,dorsal_hand_R,940_1050,11,0.5021986598101481,0.5649079335764964,0.11100795375509905,0.05876570733887953
S01,dorsal_hand_R,940_1050,12,0.5097353468536198,0.5489732015830391,0.07147499115853309,0.03706199859003676
S01,antecubital_L,940_1050,1,0.5306743847942795,0.5899163759224505,0.10042438817795903,0.05286674957973041
S01,antecubital_L,940_1050,2,0.5004579507526882,0.5644727682495816,0.11340638751343496,0.06011172027873203
S01,antecubital_L,940_1050,3,0.5201554835444695,0.5879562952907249,0.11531607415263774,0.06118589572030818
S01,antecubital_L,940_1050,4,0.5160493410712399,0.5917720297733391,0.12795922228886442,0.06835279648412078
S01,antecubital_L,940_1050,5,0.5283839755654299,0.5648960463239802,0.06463502620729933,0.033396815113707054
S01,antecubital_L,940_1050,6,0.5187852510160817,0.5740384366564227,0.09625345989403056,0.05056001829354487
S01,antecubital_L,940_1050,7,0.5332699665248539,0.571191702569889,0.06639055832642309,0.03433504041486308
S01,antecubital_L,940_1050,8,0.5209846366292038,0.5854765174592491,0.11015280529083583,0.05828661999722557
S01,antecubital_L,940_1050,9,0.501809373150875,0.5841778977490274,0.14099904312631023,0.0758466759282526
S01,antecubital_L,940_1050,10,0.5052705310909632,0.5744284471312384,0.12039430913572924,0.06405296053363732
S01,antecubital_L,940_1050,11,0.5235267002835018,0.5893985847458638,0.11176118532887994,0.059188056330864956
S01,antecubital_L,940_1050,12,0.5195882613135137,0.5755067581130249,0.0971639272888074,0.05106268936260317
S01,antecubital_R,940_1050,1,0.5197992604139021,0.580441689408667,0.10447634982343397,0.05511740769560017
S01,antecubital_R,940_1050,2,0.5198409335499719,0.5744065053991356,0.09499469685018279,0.04986584378170208
S01,antecubital_R,940_1050,3,0.5133949420192296,0.5607247960166147,0.08440834850467835,0.044063852773000296
S01,antecubital_R,940_1050,4,0.5204579761266808,0.5713533279582637,0.08907859522488107,0.04661552013718953
S01,antecubital_R,940_1050,5,0.5188608649331208,0.5819261391164867,0.10837333115696644,0.05729107806629217
S01,antecubital_R,940_1050,6,0.5194929393052632,0.5646219478661041,0.07992783265227038,0.04162751484631841
S01,antecubital_R,940_1050,7,0.5309020757015547,0.5722217159509306,0.07220914393420053,0.03745693870628872
S01,antecubital_R,940_1050,8,0.535366655889773,0.5701902166982734,0.061073585250460354,0.03149866069484103
S01,antecubital_R,940_1050,9,0.5188227350380713,0.575299022576739,0.0981685789864772,0.05161791834008151
S01,antecubital_R,940_1050,10,0.4995497602378868,0.5738230145826746,0.12943582334146125,0.0691961414404276
S01,antecubital_R,940_1050,11,0.5081533478065949,0.5669528355010446,0.10371142714629092,0.05469179566389331
S01,antecubital_R,940_1050,12,0.5190273146502913,0.5596810081389015,0.0726372574688488,0.03768738279824603
